,player,nationality,position,squad,age,birth_year,value,height,position2,foot,league,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,goalsm,assistsm,pens_madem,pens_attm,cards_yellowm,cards_redm,goals_per90m,assists_per90m,goals_assists_per90m,goals_pens_per90m,goals_assists_pens_per90m,xgm,npxgm,xam,xg_per90m,xa_per90m,xg_xa_per90m,npxg_per90m,npxg_xa_per90m,minutes_90sm,shots_totalm,shots_on_targetm,shots_free_kicksm,shots_on_target_pctm,shots_total_per90m,shots_on_target_per90m,goals_per_shotm,goals_per_shot_on_targetm,npxg_per_shotm,xg_netm,npxg_netm,passes_completedm,passesm,passes_pctm,passes_total_distancem,passes_progressive_distancem,passes_completed_shortm,passes_shortm,passes_pct_shortm,passes_completed_mediumm,passes_mediumm,passes_pct_mediumm,passes_completed_longm,passes_longm,passes_pct_longm,xa_netm,assisted_shotsm,passes_into_final_thirdm,passes_into_penalty_aream,crosses_into_penalty_aream,progressive_passesm,passes_livem,passes_deadm,passes_free_kicksm,through_ballsm,passes_pressurem,passes_switchesm,crossesm,corner_kicksm,corner_kicks_inm,corner_kicks_outm,corner_kicks_straightm,passes_groundm,passes_lowm,passes_highm,passes_left_footm,passes_right_footm,passes_headm,throw_insm,passes_other_bodym,passes_offsidesm,passes_oobm,passes_interceptedm,passes_blockedm,scam,sca_per90m,sca_passes_livem,sca_passes_deadm,sca_dribblesm,sca_shotsm,sca_fouledm,gcam,gca_per90m,gca_passes_livem,gca_passes_deadm,gca_dribblesm,gca_shotsm,gca_fouledm,gca_og_form,tacklesm,tackles_wonm,tackles_def_3rdm,tackles_mid_3rdm,tackles_att_3rdm,dribble_tacklesm,dribbles_vsm,dribble_tackles_pctm,dribbled_pastm,pressuresm,pressure_regainsm,pressure_regain_pctm,pressures_def_3rdm,pressures_mid_3rdm,pressures_att_3rdm,blocksm,blocked_shotsm,blocked_shots_savesm,blocked_passesm,interceptionsm,clearancesm,errorsm,touchesm,touches_def_pen_aream,touches_def_3rdm,touches_mid_3rdm,touches_att_3rdm,touches_att_pen_aream,touches_live_ballm,dribbles_completedm,dribblesm,dribbles_completed_pctm,players_dribbled_pastm,nutmegsm,carriesm,carry_distancem,carry_progressive_distancem,pass_targetsm,passes_receivedm,passes_received_pctm,miscontrolsm,dispossessedm,cards_yellow_redm,foulsm,fouledm,offsidesm,pens_wonm,pens_concededm,own_goalsm,ball_recoveriesm,aerials_wonm,aerials_lostm,aerials_won_pctm,games_gkm,games_starts_gkm,minutes_gkm,goals_against_gkm,goals_against_per90_gkm,shots_on_target_againstm,savesm,save_pctm,wins_gkm,draws_gkm,losses_gkm,clean_sheetsm,clean_sheets_pctm,pens_att_gkm,pens_allowedm,pens_savedm,pens_missed_gkm,minutes_90s_gkm,free_kick_goals_against_gkm,corner_kick_goals_against_gkm,own_goals_against_gkm,psxg_gkm,psnpxg_per_shot_on_target_againstm,psxg_net_gkm,psxg_net_per90_gkm,passes_completed_launched_gkm,passes_launched_gkm,passes_pct_launched_gkm,passes_gkm,passes_throws_gkm,pct_passes_launched_gkm,passes_length_avg_gkm,goal_kicksm,pct_goal_kicks_launchedm,goal_kick_length_avgm,crosses_gkm,crosses_stopped_gkm,crosses_stopped_pct_gkm,def_actions_outside_pen_area_gkm,def_actions_outside_pen_area_per90_gkm,avg_distance_def_actions_gkm,LgRk,MP,W,D,L,GF,GA,GDiff,Pts,Pts/G,xG,xGA,xGDiff,xGDiff/90,Attendance,CL,WinCL,CLBestScorer,Season
1117,Mats Hummels,de GER,DF,Bayern Munich,28,1988,60000000,191,Defender - Centre-Back,right,Bundesliga,26,25,2213,1,1,0,0,3,0,0.04,0.04,0.08,0.04,0.08,2.3,2.3,0.6,0.1,0.02,0.12,0.1,0.12,24.6,25,4,0,16,1.02,0.16,0.04,0.25,0.09,-1.3,-1.3,1746,1979,88.2,38569,14807,438,481,91.1,984,1051,93.6,315,424,74.3,0.4,6,158,11,1,164,1941,38,35,3,276,58,3,0,0,0,0,1483,212,284,627,1193,110,3,10,4,35,22,16,34,1.38,32,0,0,2,0,5,0.2,4,0,0,1,0,0,54,39,32,19,3,22,43,51.2,21,195,93,47.7,106,74,15,41,16,0,25,32,108,0,2248,178,898,1368,138,38,2214,8,11,72.7,9,0,1628,9397,5923,1611,1578,98,9,8,0,18,6,1,0,0,0,360,68,35,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002567394,0,0,0,0.002567394,0,0.00029525,0,0.00029525,0.00029525,0.00029525,0.003851091,0.003851091,0.001026958,0.000449294,0.000115533,0.000564827,0.000449294,0.000564827,0.011168164,0.024390244,0.010269576,0,0.054043646,0.002824134,0.001181001,0.000141207,0.000320924,0.000205392,-0.001283697,-0.001283697,0.197689345,0.265725289,0.09550706,3.035943517,0.412066752,0.12195122,0.14762516,0.106033376,0.057766367,0.075738126,0.097946085,0.015404365,0.020539153,0.096277279,-0.001026958,0.008985879,0.011553273,0.007702182,0,0.016688062,0.231065469,0.03465982,0.001283697,0.001283697,0.060333761,0.003851091,0.010269576,0.005134788,0,0,0,0.211810013,0.039794608,0.014120668,0.020539153,0.231065469,0.006418485,0.002567394,0.002567394,0,0.003851091,0.015404365,0.019255456,0.025673941,0.00296534,0.014120668,0,0.005134788,0.003851091,0.001283697,0.001283697,0.000154044,0,0,0,0.001283697,0,0,0.01283697,0.011553273,0.003851091,0.005134788,0.003851091,0.003851091,0.01283697,0.038510911,0.008985879,0.254172015,0.05648267,0.028498074,0.035943517,0.111681643,0.106546855,0.005134788,0,0,0.005134788,0.002567394,0,0,0.364569961,0,0.019255456,0.179717587,0.188703466,0.064184852,0.329910141,0.01283697,0.032092426,0.051347882,0.016688062,0,0.275994865,1.713735558,0.888318357,0.435173299,0.252888318,0.074582798,0.015404365,0.014120668,0,0.008985879,0.005134788,0.006418485,0,0,0,0.050064185,0.003851091,0.019255456,0.021437741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,27,3,4,92,28,64,84,2.47,77.8,33.7,44.1,1.3,75000,1,0,0,201718#
1324,Kalidou Koulibaly,sn SEN,DF,Napoli,26,1991,60000000,187,Defender - Centre-Back,right,Serie A,35,35,3066,5,1,0,0,5,1,0.15,0.03,0.18,0.15,0.18,2.6,2.6,0.3,0.08,0.01,0.09,0.08,0.09,34.1,17,6,0,35.3,0.5,0.18,0.29,0.83,0.15,2.4,2.4,2676,2932,91.3,49659,19423,1131,1183,95.6,1198,1275,94,326,434,75.1,0.7,8,156,1,0,178,2888,44,36,1,260,67,3,0,0,0,0,2426,273,233,719,2062,89,8,29,0,44,30,18,30,0.88,28,0,0,0,1,2,0.06,2,0,0,0,0,0,70,48,39,28,3,18,46,39.1,28,259,96,37.1,120,121,18,40,19,0,21,24,122,0,3207,214,1171,2150,87,25,3163,10,13,76.9,12,1,2342,11674,7216,2441,2408,98.6,7,9,0,41,9,1,0,0,0,437,53,41,56.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001567398,0,0,0.001567398,0,0,0.000219436,0.000219436,0,0.000219436,0.000783699,0.000783699,0.000783699,0.000109718,0.000109718,0.000219436,0.000109718,0.000219436,0.011128527,0.020376176,0.003134796,0,0.024137931,0.002868339,0.000438871,0,0,0.0000627,-0.000783699,-0.000783699,0.12539185,0.166144201,0.118338558,1.815047022,0.203761755,0.072100313,0.089341693,0.126489028,0.040752351,0.05015674,0.127429467,0.007836991,0.014106583,0.087147335,0.000783699,0.009404389,0,0.001567398,0.001567398,0.003134796,0.148902821,0.017241379,0,0,0.042319749,0.004702194,0.007836991,0,0,0,0,0.120689655,0.032915361,0.012539185,0.026645768,0.128526646,0.001567398,0.001567398,0.004702194,0,0,0.004702194,0.010971787,0.021943574,0.003087774,0.012539185,0,0.003134796,0.001567398,0.004702194,0.004702194,0.000658307,0.001567398,0,0.001567398,0.001567398,0,0,0.003134796,0.001567398,0,0.003134796,0,0.001567398,0.010971787,0.022413793,0.009404389,0.136363636,0.028213166,0.032445141,0.018808777,0.070532915,0.047021944,0.012539185,0.001567398,0,0.010971787,0.001567398,0.004702194,0,0.296238245,0.004702194,0.021943574,0.142633229,0.147335423,0.047021944,0.278996865,0.012539185,0.031347962,0.062695925,0.012539185,0.001567398,0.21630094,1.072100313,0.47492163,0.42476489,0.20846395,0.076959248,0.037617555,0.012539185,0,0.014106583,0.023510972,0.012539185,0,0,0,0.037617555,0.006269592,0.031347962,0.026175549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,28,7,3,77,29,48,91,2.39,66.6,25.5,41.1,1.08,43050,1,0,0,201718#
1990,Paul Pogba,fr FRA,MF,Manchester Utd,24,1993,90000000,191,midfield - Central Midfield,both,Premier League,27,25,2148,6,10,0,0,5,1,0.25,0.42,0.67,0.25,0.67,6.5,6.5,3.9,0.27,0.16,0.44,0.27,0.44,23.9,77,21,5,27.3,3.23,0.88,0.08,0.29,0.09,-0.5,-0.5,1469,1755,83.7,27189,8473,660,740,89.2,544,627,86.8,217,313,69.3,6.1,41,179,50,7,224,1733,22,17,3,258,73,39,0,0,0,0,1327,119,309,238,1413,60,4,14,8,29,47,21,97,4.06,80,1,6,5,4,18,0.75,13,0,1,2,2,0,27,16,14,8,5,4,25,16,21,404,85,21,116,196,92,19,2,0,17,21,20,0,2088,36,329,1213,716,78,2067,62,88,70.5,65,0,1657,10500,6466,1780,1648,92.6,49,50,0,44,52,3,0,0,0,262,32,20,61.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003164557,0.002373418,0,0.00039557,0.001977848,0.00039557,0.000110759,0.0000831,0.000197785,0.000110759,0.000197785,0.005261076,0.004984177,0.001503165,0.000189873,0.0000514,0.000241297,0.000178006,0.00022943,0.011115506,0.030063291,0.011471519,0,0.015110759,0.001071994,0.000407437,0.0000435,0.000110759,0.0000672,-0.002096519,-0.00181962,0.245648734,0.342958861,0.028322785,4.119066456,0.839794304,0.136075949,0.168908228,0.031882911,0.080300633,0.111550633,0.028481013,0.026107595,0.043117089,0.023971519,0.000870253,0.011867089,0.02056962,0.011867089,0.000791139,0.032041139,0.332278481,0.01068038,0.00039557,0.002768987,0.063291139,0.009493671,0.015427215,0.001186709,0,0,0,0.242879747,0.06289557,0.037183544,0.265822785,0.042325949,0.017009494,0.002373418,0.008702532,0.002768987,0.007515823,0.012658228,0.013053797,0.029667722,0.001056171,0.02096519,0.00039557,0.003955696,0.001186709,0.002768987,0.006329114,0.000225475,0.004746835,0.00039557,0.000791139,0,0,0.00039557,0.006329114,0.003560127,0.001582278,0.002373418,0.002373418,0.00039557,0.007515823,0.002096519,0.007120253,0.217167722,0.049050633,0.008939873,0.02096519,0.110363924,0.085838608,0.007515823,0.000791139,0,0.006724684,0.001582278,0.007120253,0,0.478243671,0.007911392,0.045490506,0.222705696,0.246439873,0.0625,0.467167722,0.02056962,0.035996835,0.022587025,0.021360759,0.000791139,0.369857595,2.550632911,1.327927215,0.602848101,0.388844937,0.025514241,0.030063291,0.016218354,0.00039557,0.009098101,0.016218354,0.005537975,0.00039557,0,0,0.048259494,0.009493671,0.027689873,0.010087025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,25,6,7,68,28,40,81,2.13,57,39.6,17.4,0.46,74976,1,0,0,201718#
1885,Fernando Pacheco,es ESP,GK,Alavés,25,1992,9000000,185,Goalkeeper,left,La Liga,38,37,3360,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.3,0,0,0,0,0,0,0,0,0,0,0,414,760,54.5,18366,14292,40,41,97.6,99,102,97.1,273,615,44.4,0,0,20,0,0,0,452,308,80,0,84,12,0,0,0,0,0,163,14,583,594,49,0,0,69,2,20,4,0,1,0.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,975,873,970,5,0,0,670,1,1,100,1,0,387,2380,1627,282,281,99.6,0,0,0,2,3,0,0,0,0,159,0,0,0,38,37,3360,50,1.34,175,134,0.75,15,2,20,12,32.4,11,7,3,1,37.3,2,7,2,53.3,0.28,5.3,0.14,248,586,42.3,532,69,70.1,47.4,228,93.4,62.2,413,21,5.1,9,0.24,12.9,0.002360346,0.002360346,0,0,0.00393391,0,0.000165224,0.000165224,0.000330448,0.000165224,0.000330448,0.002281668,0.002281668,0.001652242,0.000165224,0.000118017,0.000275374,0.000165224,0.000275374,0.011093627,0.024390244,0.008654603,0.00393391,0.027930763,0.001730921,0.00061369,0.0000787,0.000212431,0.0000708,0.0000787,0.0000787,0.265145555,0.396538159,0.05263572,4.87804878,1.360346184,0.127458694,0.162863887,0.061605035,0.091266719,0.12195122,0.058851298,0.039339103,0.088906373,0.034775767,0.000708104,0.016522423,0.024390244,0.007081039,0.000786782,0.02675059,0.351691581,0.044846577,0.016522423,0.000786782,0.100708104,0.02675059,0.025177026,0.023603462,0.012588513,0.002360346,0,0.228166798,0.062155783,0.106215578,0.070023603,0.290322581,0.014948859,0.00393391,0.004720692,0.002360346,0.011801731,0.007867821,0.018882769,0.033831629,0.002391817,0.017309205,0.007867821,0.002360346,0.003147128,0.002360346,0.00393391,0.000275374,0.001573564,0.000786782,0.000786782,0.000786782,0,0,0.02281668,0.015735641,0.006294256,0.011014949,0.005507474,0.005507474,0.025963808,0.01667978,0.020456334,0.250983478,0.061369001,0.019276161,0.055074744,0.132966168,0.062942565,0.019669552,0.000786782,0,0.018882769,0.005507474,0.017309205,0,0.59559402,0.018095987,0.083398899,0.306058222,0.268292683,0.036191975,0.555468135,0.023603462,0.04563336,0.040676633,0.028324154,0.000786782,0.43509048,3.607395751,1.934697089,0.525570417,0.400472069,0.059952793,0.031471282,0.035405193,0,0.034618411,0.028324154,0.003147128,0,0.000786782,0,0.078678206,0.018882769,0.015735641,0.042879622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,38,15,2,21,40,50,-10,47,1.24,39,53.2,-14.2,-0.37,16,,,,
1923,Alfonso Pedraza,es ESP,MF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,Hernán Pérez,py PAR,MF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2133,Óscar Romero,py PAR,MF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236,Christian Santos,ve VEN,FW,Alavés,29,1988,1000000,184,attack - Centre-Forward,left,La Liga,10,5,438,2,0,0,0,3,2,0.41,0,0.41,0.41,0.41,1.3,1.3,0.2,0.27,0.04,0.31,0.27,0.31,4.9,7,4,0,57.1,1.44,0.82,0.29,0.5,0.19,0.7,0.7,90,141,63.8,1121,128,57,82,69.5,22,43,51.2,4,6,66.7,-0.2,3,4,1,1,1,140,1,0,0,36,0,3,0,0,0,0,64,36,41,54,24,28,0,11,0,3,4,0,7,1.46,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,4,0,4,109,21,19.3,4,64,41,4,1,0,3,3,8,1,186,9,19,118,57,15,185,0,0,0,0,0,92,306,110,254,133,52.4,12,3,1,16,0,2,0,0,0,21,25,30,45.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000535332,0,0,0,0.00267666,0,0.0000268,0,0.0000268,0.0000268,0.0000268,0.000321199,0.000321199,0.000214133,0.0000161,0.0000107,0.0000268,0.0000161,0.0000268,0.011134904,0.005353319,0.002141328,0,0.021413276,0.000256959,0.000101713,0.0000535,0.000133833,0.0000321,0.000214133,0.000214133,0.471092077,0.561563169,0.044914347,9.747858672,3.810492505,0.152569593,0.170235546,0.047965739,0.248394004,0.276231263,0.048126338,0.06745182,0.108137045,0.033404711,-0.000214133,0.001605996,0.039079229,0.00267666,0,0.042291221,0.547109208,0.014453961,0.01124197,0,0.077623126,0.01391863,0.001070664,0,0,0,0,0.407922912,0.041755889,0.111884368,0.028372591,0.46359743,0.054603854,0.003211991,0.00267666,0.001605996,0.011777302,0.00267666,0.006423983,0.005888651,0.000283726,0.004817987,0.000535332,0,0.000535332,0,0,0,0,0,0,0,0,0,0.017665953,0.006423983,0.011777302,0.005888651,0,0.004282655,0.012847966,0.017826552,0.00856531,0.133297645,0.028372591,0.01140257,0.084047109,0.048179872,0.001070664,0.028372591,0.013383298,0,0.014989293,0.011777302,0.071734475,0,0.699143469,0.083511777,0.351713062,0.3624197,0.024625268,0.008029979,0.685224839,0.000535332,0.001605996,0.017826552,0.001070664,0,0.408458244,2.149892934,1.155781585,0.426124197,0.423447537,0.053211991,0.001070664,0.001605996,0,0.010706638,0.011777302,0,0,0.000535332,0.000535332,0.126873662,0.020342612,0.006959315,0.039882227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,38,15,2,21,40,50,-10,47,1.24,39,53.2,-14.2,-0.37,16,,,,
2322,Antonio Sivera,es ESP,GK,Alavés,20,1996,1000000,185,Goalkeeper,right,La Liga,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,7,12,58.3,343,269,1,1,100,1,1,100,5,10,50,0,0,0,0,0,0,8,4,0,0,1,0,0,0,0,0,0,7,0,5,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,15,0,0,0,11,0,0,0,0,0,7,25,22,4,4,100,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,60,1,1.5,2,2,0.5,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0.3,0.17,0.3,0.47,5,10,50,8,2,75,50.1,4,100,67.8,5,1,20,0,0,11.5,0.00135318,0,0,0,0.00135318,0,0.000162382,0,0.000162382,0.000162382,0.000162382,0.000811908,0.000811908,0.000135318,0.0000947,0.0000135,0.000108254,0.0000947,0.000108254,0.011096076,0.00541272,0.00135318,0,0.033829499,0.000663058,0.000162382,0.000338295,0.00135318,0.000202977,0.000541272,0.000541272,0.428958051,0.529093369,0.109742896,7.941813261,3.303112314,0.156968877,0.175913396,0.120703654,0.230040595,0.263870095,0.117997294,0.039242219,0.073071719,0.072665765,-0.000135318,0.00405954,0.02165088,0.00270636,0.00270636,0.032476319,0.465493911,0.063599459,0.00541272,0,0.069012179,0.01217862,0.01082544,0,0,0,0,0.328822733,0.075778078,0.124492558,0.066305819,0.353179973,0.040595399,0.058186739,0,0,0.00811908,0.01217862,0.00947226,0.01082544,0.001312585,0.01082544,0,0,0,0,0.00135318,0.000162382,0.00135318,0,0,0,0,0,0.01488498,0.00947226,0.00811908,0.0067659,0,0.00541272,0.0135318,0.054127199,0.00811908,0.108254398,0.02165088,0.027063599,0.059539919,0.040595399,0.00811908,0.01623816,0.00270636,0,0.0135318,0.01488498,0.028416779,0,0.618403248,0.066305819,0.281461434,0.290933694,0.075778078,0.01082544,0.557510149,0,0.00270636,0,0,0,0.358592693,1.941813261,0.974289581,0.369418133,0.354533153,0.129905277,0.00541272,0.00270636,0,0.01217862,0.00947226,0,0,0,0,0.108254398,0.0135318,0.01488498,0.064411367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,38,15,2,21,40,50,-10,47,1.24,39,53.2,-14.2,-0.37,16,,,,
2335,Rubén Sobrino,es ESP,FW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2562,Carlos Vigaray,es ESP,DF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
